crash_id,victim_number,state,month,year,dayweek,time,crash_type,bus_involvement,heavy_rigid_truck_involvement,articulated_truck_involvement,speed_limit,lga_name,road_type,christmas_period,easter_period,age_group,time_of_day,time_cat,holiday,vehicle_type_involved,lga_code,dateID,rushID,ageID,daytimeID,road_typeID,speed_limitID,holidayID,vehicle_typeID
20242195,1,Vic,2,2024,Friday,15:00:00,Single,No,No,No,High,Wodonga,Local Road,No,No,40_to_64,Day,Not Rush,NoHoliday,No Heavy Vehicle Involved,27170,20242,1.0,4.0,2.0,2.0,2.0,3,1.0
20245026,1,WA,2,2024,Friday,16:19:00,Single,No,No,No,Med,,,No,No,65_to_74,Day,Rush,NoHoliday,No Heavy Vehicle Involved,,20242,2.0,5.0,2.0,,3.0,3,1.0
20245122,1,WA,2,2024,Friday,16:20:00,Single,No,No,No,Med,,,No,No,26_to_39,Day,Rush,NoHoliday,No Heavy Vehicle Involved,,20242,2.0,3.0,2.0,,3.0,3,1.0
20242010,1,Vic,2,2024,Friday,16:35:00,Single,No,No,No,High,Greater Dandenong,Arterial Road,No,No,0_to_16,Day,Rush,NoHoliday,No Heavy Vehicle Involved,22670,20242,2.0,1.0,2.0,1.0,2.0,3,1.0
20242205,1,Vic,2,2024,Friday,17:20:00,Single,No,No,No,Very High,Murrindindi,Arterial Road,No,No,75_or_older,Day,Rush,NoHoliday,No Heavy Vehicle Involved,25620,20242,2.0,6.0,2.0,1.0,1.0,3,1.0
20244002,1,SA,2,2024,Friday,19:30:00,Single,No,No,No,Very High,Wattle Range,Local Road,No,No,17_to_25,Night,Not Rush,NoHoliday,No Heavy Vehicle Involved,48340,20242,1.0,2.0,1.0,2.0,1.0,3,1.0
20242041,1,Vic,2,2024,Friday,20:26:00,Multiple,No,No,No,Very High,Indigo,Arterial Road,No,No,17_to_25,Night,Not Rush,NoHoliday,No Heavy Vehicle Involved,23350,20242,1.0,2.0,1.0,1.0,1.0,3,1.0
20242084,1,Vic,2,2024,Monday,02:58:00,Single,No,No,No,High,Greater Dandenong,Arterial Road,No,No,40_to_64,Night,Not Rush,NoHoliday,No Heavy Vehicle Involved,22670,20242,1.0,4.0,1.0,1.0,2.0,3,1.0
20243230,1,Qld,2,2024,Monday,03:00:00,Single,No,No,Yes,Very High,Goondiwindi,National or State Highway,No,No,26_to_39,Night,Not Rush,NoHoliday,Heavy Vehicle Involved,33610,20242,1.0,3.0,1.0,3.0,1.0,3,2.0
20241114,1,NSW,2,2024,Monday,05:30:00,Multiple,No,No,No,High,Tweed,Arterial Road,No,No,26_to_39,Night,Not Rush,NoHoliday,No Heavy Vehicle Involved,17550,20242,1.0,3.0,1.0,1.0,2.0,3,1.0
20243068,1,Qld,2,2024,Monday,07:00:00,Multiple,No,No,No,High,Rockhampton,Local Road,No,No,65_to_74,Day,Rush,NoHoliday,No Heavy Vehicle Involved,36370,20242,2.0,5.0,2.0,2.0,2.0,3,1.0
20243099,1,Qld,2,2024,Monday,07:00:00,Single,No,No,No,Very High,South Burnett,Sub-arterial Road,No,No,40_to_64,Day,Rush,NoHoliday,No Heavy Vehicle Involved,36630,20242,2.0,4.0,2.0,5.0,1.0,3,1.0
20242145,1,Vic,2,2024,Monday,10:55:00,Multiple,No,No,No,Very High,Wellington,Local Road,No,No,75_or_older,Day,Not Rush,NoHoliday,No Heavy Vehicle Involved,26810,20242,1.0,6.0,2.0,2.0,1.0,3,1.0
20243062,1,Qld,2,2024,Monday,12:00:00,Multiple,No,Yes,No,High,Mackay,National or State Highway,No,No,65_to_74,Day,Not Rush,NoHoliday,Heavy Vehicle Involved,34770,20242,1.0,5.0,2.0,3.0,2.0,3,2.0
20244048,1,SA,2,2024,Monday,12:38:00,Multiple,No,No,No,Med,Adelaide,Local Road,No,No,17_to_25,Day,Not Rush,NoHoliday,No Heavy Vehicle Involved,40070,20242,1.0,2.0,2.0,2.0,3.0,3,1.0
20241112,1,NSW,2,2024,Monday,16:25:00,Multiple,No,No,No,High,Northern Beaches,Arterial Road,No,No,26_to_39,Day,Rush,NoHoliday,No Heavy Vehicle Involved,15990,20242,2.0,3.0,2.0,1.0,2.0,3,1.0
20243047,1,Qld,2,2024,Monday,17:00:00,Multiple,No,No,No,High,Logan,National or State Highway,No,No,75_or_older,Day,Rush,NoHoliday,No Heavy Vehicle Involved,34590,20242,2.0,6.0,2.0,3.0,2.0,3,1.0
20245109,1,WA,2,2024,Monday,17:24:00,Single,No,No,No,Very High,,,No,No,40_to_64,Day,Rush,NoHoliday,No Heavy Vehicle Involved,,20242,2.0,4.0,2.0,,1.0,3,1.0
20242198,1,Vic,2,2024,Monday,17:30:00,Multiple,No,No,No,Very High,Mitchell,Arterial Road,No,No,17_to_25,Day,Rush,NoHoliday,No Heavy Vehicle Involved,24850,20242,2.0,2.0,2.0,1.0,1.0,3,1.0
20243202,1,Qld,2,2024,Monday,21:00:00,Single,No,No,No,Very High,Cassowary Coast,National or State Highway,No,No,26_to_39,Night,Not Rush,NoHoliday,No Heavy Vehicle Involved,32260,20242,1.0,3.0,1.0,3.0,1.0,3,1.0
20243202,2,Qld,2,2024,Monday,21:00:00,Single,No,No,No,Very High,Cassowary Coast,National or State Highway,No,No,26_to_39,Night,Not Rush,NoHoliday,No Heavy Vehicle Involved,32260,20242,1.0,3.0,1.0,3.0,1.0,3,1.0
20244029,1,SA,2,2024,Monday,21:15:00,Single,No,No,No,High,Clare and Gilbert Valleys,Local Road,No,No,26_to_39,Night,Not Rush,NoHoliday,No Heavy Vehicle Involved,41140,20242,1.0,3.0,1.0,2.0,2.0,3,1.0
20241185,1,NSW,2,2024,Saturday,01:30:00,Single,No,No,No,High,Ballina,Local Road,No,No,40_to_64,Night,Not Rush,NoHoliday,No Heavy Vehicle Involved,10250,20242,1.0,4.0,1.0,2.0,2.0,3,1.0
20241185,2,NSW,2,2024,Saturday,01:30:00,Single,No,No,No,High,Ballina,Local Road,No,No,26_to_39,Night,Not Rush,NoHoliday,No Heavy Vehicle Involved,10250,20242,1.0,3.0,1.0,2.0,2.0,3,1.0
20241185,3,NSW,2,2024,Saturday,01:30:00,Single,No,No,No,High,Ballina,Local Road,No,No,40_to_64,Night,Not Rush,NoHoliday,No Heavy Vehicle Involved,10250,20242,1.0,4.0,1.0,2.0,2.0,3,1.0
20241185,4,NSW,2,2024,Saturday,01:30:00,Single,No,No,No,High,Ballina,Local Road,No,No,17_to_25,Night,Not Rush,NoHoliday,No Heavy Vehicle Involved,10250,20242,1.0,2.0,1.0,2.0,2.0,3,1.0
20242153,1,Vic,2,2024,Saturday,03:15:00,Single,No,No,No,Med,Hume,Local Road,No,No,26_to_39,Night,Not Rush,NoHoliday,No Heavy Vehicle Involved,23270,20242,1.0,3.0,1.0,2.0,3.0,3,1.0
20243257,1,Qld,2,2024,Saturday,04:00:00,Single,No,No,No,Very High,Burdekin,Collector Road,No,No,26_to_39,Night,Not Rush,NoHoliday,No Heavy Vehicle Involved,31900,20242,1.0,3.0,1.0,6.0,1.0,3,1.0
20243149,1,Qld,2,2024,Saturday,10:00:00,Multiple,No,No,No,High,Brisbane,Collector Road,No,No,40_to_64,Day,Not Rush,NoHoliday,No Heavy Vehicle Involved,31000,20242,1.0,4.0,2.0,6.0,2.0,3,1.0
20242202,1,Vic,2,2024,Saturday,11:38:00,Single,No,No,No,Very High,East Gippsland,Local Road,No,No,40_to_64,Day,Not Rush,NoHoliday,No Heavy Vehicle Involved,22110,20242,1.0,4.0,2.0,2.0,1.0,3,1.0
20243245,1,Qld,2,2024,Saturday,12:00:00,Single,No,No,No,High,Moreton Bay,Local Road,No,No,40_to_64,Day,Not Rush,NoHoliday,No Heavy Vehicle Involved,35010,20242,1.0,4.0,2.0,2.0,2.0,3,1.0
20244004,1,SA,2,2024,Saturday,12:45:00,Multiple,No,No,No,High,West Torrens,Sub-arterial Road,No,No,40_to_64,Day,Not Rush,NoHoliday,No Heavy Vehicle Involved,48410,20242,1.0,4.0,2.0,5.0,2.0,3,1.0
20241123,1,NSW,2,2024,Saturday,12:50:00,Single,No,No,No,Very High,Warrumbungle,Sub-arterial Road,No,No,40_to_64,Day,Not Rush,NoHoliday,No Heavy Vehicle Involved,18020,20242,1.0,4.0,2.0,5.0,1.0,3,1.0
20242222,1,Vic,2,2024,Saturday,13:49:00,Single,No,No,No,Very High,Yarriambiack,National or State Highway,No,No,75_or_older,Day,Not Rush,NoHoliday,No Heavy Vehicle Involved,27630,20242,1.0,6.0,2.0,3.0,1.0,3,1.0
20242248,1,Vic,2,2024,Saturday,14:02:00,Multiple,No,No,No,High,Cardinia,Arterial Road,No,No,40_to_64,Day,Not Rush,NoHoliday,No Heavy Vehicle Involved,21450,20242,1.0,4.0,2.0,1.0,2.0,3,1.0
20245146,1,WA,2,2024,Saturday,14:16:00,Single,No,No,No,Very High,,,No,No,26_to_39,Day,Not Rush,NoHoliday,No Heavy Vehicle Involved,,20242,1.0,3.0,2.0,,1.0,3,1.0
20245082,1,WA,2,2024,Saturday,15:30:00,Single,No,No,No,Very High,,,No,No,40_to_64,Day,Not Rush,NoHoliday,No Heavy Vehicle Involved,,20242,1.0,4.0,2.0,,1.0,3,1.0
20242267,1,Vic,2,2024,Saturday,17:00:00,Single,No,No,No,,Alpine,Access road,No,No,40_to_64,Day,Not Rush,NoHoliday,No Heavy Vehicle Involved,20110,20242,1.0,4.0,2.0,8.0,,3,1.0
20241213,1,NSW,2,2024,Saturday,18:45:00,Multiple,No,No,No,Very High,Armidale Regional,National or State Highway,No,No,26_to_39,Night,Not Rush,NoHoliday,No Heavy Vehicle Involved,10180,20242,1.0,3.0,1.0,3.0,1.0,3,1.0
20241213,2,NSW,2,2024,Saturday,18:45:00,Multiple,No,No,No,Very High,Armidale Regional,National or State Highway,No,No,26_to_39,Night,Not Rush,NoHoliday,No Heavy Vehicle Involved,10180,20242,1.0,3.0,1.0,3.0,1.0,3,1.0
20241213,3,NSW,2,2024,Saturday,18:45:00,Multiple,No,No,No,Very High,Armidale Regional,National or State Highway,No,No,40_to_64,Night,Not Rush,NoHoliday,No Heavy Vehicle Involved,10180,20242,1.0,4.0,1.0,3.0,1.0,3,1.0
20242220,1,Vic,2,2024,Saturday,19:58:00,Multiple,No,No,No,Med,Glen Eira,Local Road,No,No,17_to_25,Night,Not Rush,NoHoliday,No Heavy Vehicle Involved,22310,20242,1.0,2.0,1.0,2.0,3.0,3,1.0
20242036,1,Vic,2,2024,Sunday,00:09:00,Multiple,No,No,No,High,Melton,Sub-arterial Road,No,No,26_to_39,Night,Not Rush,NoHoliday,No Heavy Vehicle Involved,24650,20242,1.0,3.0,1.0,5.0,2.0,3,1.0
20242047,1,Vic,2,2024,Sunday,03:45:00,Single,No,No,No,High,Wyndham,Arterial Road,No,No,26_to_39,Night,Not Rush,NoHoliday,No Heavy Vehicle Involved,27260,20242,1.0,3.0,1.0,1.0,2.0,3,1.0
20243270,1,Qld,2,2024,Sunday,04:00:00,Single,No,No,No,Very High,Douglas,National or State Highway,No,No,40_to_64,Night,Not Rush,NoHoliday,No Heavy Vehicle Involved,32810,20242,1.0,4.0,1.0,3.0,1.0,3,1.0
20241121,1,NSW,2,2024,Sunday,06:00:00,Single,No,No,Yes,Very High,Snowy Valleys,National or State Highway,No,No,26_to_39,Day,Not Rush,NoHoliday,Heavy Vehicle Involved,17080,20242,1.0,3.0,2.0,3.0,1.0,3,2.0
20243016,1,Qld,2,2024,Sunday,09:00:00,Multiple,No,No,Yes,High,Rockhampton,Local Road,No,No,40_to_64,Day,Not Rush,NoHoliday,Heavy Vehicle Involved,36370,20242,1.0,4.0,2.0,2.0,2.0,3,2.0
20241038,1,NSW,2,2024,Sunday,10:00:00,Single,No,No,No,Very High,Hilltops,Arterial Road,No,No,65_to_74,Day,Not Rush,NoHoliday,No Heavy Vehicle Involved,13910,20242,1.0,5.0,2.0,1.0,1.0,3,1.0
20243200,1,Qld,2,2024,Sunday,10:00:00,Multiple,No,No,No,High,Ipswich,Sub-arterial Road,No,No,26_to_39,Day,Not Rush,NoHoliday,No Heavy Vehicle Involved,33960,20242,1.0,3.0,2.0,5.0,2.0,3,1.0
20243039,1,Qld,2,2024,Sunday,11:00:00,Single,No,No,No,High,Sunshine Coast,Sub-arterial Road,No,No,65_to_74,Day,Not Rush,NoHoliday,No Heavy Vehicle Involved,36720,20242,1.0,5.0,2.0,5.0,2.0,3,1.0
20245137,1,WA,2,2024,Sunday,11:12:00,Single,No,No,No,Very High,,,No,No,0_to_16,Day,Not Rush,NoHoliday,No Heavy Vehicle Involved,,20242,1.0,1.0,2.0,,1.0,3,1.0
20245137,2,WA,2,2024,Sunday,11:12:00,Single,No,No,No,Very High,,,No,No,0_to_16,Day,Not Rush,NoHoliday,No Heavy Vehicle Involved,,20242,1.0,1.0,2.0,,1.0,3,1.0
20242246,1,Vic,2,2024,Sunday,12:01:00,Single,No,No,No,High,Glen Eira,Arterial Road,No,No,75_or_older,Day,Not Rush,NoHoliday,No Heavy Vehicle Involved,22310,20242,1.0,6.0,2.0,1.0,2.0,3,1.0
20242063,1,Vic,2,2024,Sunday,14:25:00,Single,No,No,No,Very High,Macedon Ranges,Collector Road,No,No,26_to_39,Day,Not Rush,NoHoliday,No Heavy Vehicle Involved,24130,20242,1.0,3.0,2.0,6.0,1.0,3,1.0
20243180,1,Qld,2,2024,Sunday,15:00:00,Single,No,No,No,High,Gold Coast,Sub-arterial Road,No,No,65_to_74,Day,Not Rush,NoHoliday,No Heavy Vehicle Involved,33430,20242,1.0,5.0,2.0,5.0,2.0,3,1.0
20247005,1,NT,2,2024,Sunday,18:00:00,Single,No,No,No,,,,No,No,,Night,Not Rush,NoHoliday,No Heavy Vehicle Involved,,20242,1.0,,1.0,,,3,1.0
20247005,2,NT,2,2024,Sunday,18:00:00,Single,No,No,No,,,,No,No,,Night,Not Rush,NoHoliday,No Heavy Vehicle Involved,,20242,1.0,,1.0,,,3,1.0
20247005,3,NT,2,2024,Sunday,18:00:00,Single,No,No,No,,,,No,No,,Night,Not Rush,NoHoliday,No Heavy Vehicle Involved,,20242,1.0,,1.0,,,3,1.0
20247005,4,NT,2,2024,Sunday,18:00:00,Single,No,No,No,,,,No,No,,Night,Not Rush,NoHoliday,No Heavy Vehicle Involved,,20242,1.0,,1.0,,,3,1.0
20241297,1,NSW,2,2024,Sunday,18:30:00,Single,No,No,No,Med,Inverell,Access road,No,No,40_to_64,Night,Not Rush,NoHoliday,No Heavy Vehicle Involved,14220,20242,1.0,4.0,1.0,8.0,3.0,3,1.0
20243059,1,Qld,2,2024,Sunday,19:00:00,Multiple,No,No,No,High,Brisbane,Collector Road,No,No,40_to_64,Night,Not Rush,NoHoliday,No Heavy Vehicle Involved,31000,20242,1.0,4.0,1.0,6.0,2.0,3,1.0
20247001,1,NT,2,2024,Sunday,19:00:00,Single,No,No,No,,,,No,No,,Night,Not Rush,NoHoliday,No Heavy Vehicle Involved,,20242,1.0,,1.0,,,3,1.0
20242242,1,Vic,2,2024,Sunday,19:20:00,Single,No,No,No,High,Mitchell,Local Road,No,No,40_to_64,Night,Not Rush,NoHoliday,No Heavy Vehicle Involved,24850,20242,1.0,4.0,1.0,2.0,2.0,3,1.0
20245139,1,WA,2,2024,Thursday,02:25:00,Single,No,No,No,High,,,No,No,17_to_25,Night,Not Rush,NoHoliday,No Heavy Vehicle Involved,,20242,1.0,2.0,1.0,,2.0,3,1.0
20242091,1,Vic,2,2024,Thursday,07:20:00,Multiple,No,No,No,High,Whitehorse,Collector Road,No,No,26_to_39,Day,Rush,NoHoliday,No Heavy Vehicle Involved,26980,20242,2.0,3.0,2.0,6.0,2.0,3,1.0
20243077,1,Qld,2,2024,Thursday,08:00:00,Single,No,No,No,Very High,Cloncurry,Sub-arterial Road,No,No,26_to_39,Day,Rush,NoHoliday,No Heavy Vehicle Involved,32450,20242,2.0,3.0,2.0,5.0,1.0,3,1.0
20244038,1,SA,2,2024,Thursday,12:30:00,Single,No,No,No,High,Tea Tree Gully,Sub-arterial Road,No,No,65_to_74,Day,Not Rush,NoHoliday,No Heavy Vehicle Involved,47700,20242,1.0,5.0,2.0,5.0,2.0,3,1.0
20243136,1,Qld,2,2024,Thursday,13:00:00,Multiple,No,No,No,High,Brisbane,Local Road,No,No,17_to_25,Day,Not Rush,NoHoliday,No Heavy Vehicle Involved,31000,20242,1.0,2.0,2.0,2.0,2.0,3,1.0
20243229,1,Qld,2,2024,Thursday,14:00:00,Multiple,No,No,No,Very High,Southern Downs,,No,No,65_to_74,Day,Not Rush,NoHoliday,No Heavy Vehicle Involved,36660,20242,1.0,5.0,2.0,,1.0,3,1.0
20243211,1,Qld,2,2024,Thursday,15:00:00,Single,No,No,No,Very High,Mackay,Collector Road,No,No,40_to_64,Day,Not Rush,NoHoliday,No Heavy Vehicle Involved,34770,20242,1.0,4.0,2.0,6.0,1.0,3,1.0
20245017,1,WA,2,2024,Thursday,17:09:00,Single,No,No,No,High,,,No,No,65_to_74,Day,Rush,NoHoliday,No Heavy Vehicle Involved,,20242,2.0,5.0,2.0,,2.0,3,1.0
20241270,1,NSW,2,2024,Thursday,17:40:00,Single,No,No,No,Very High,Hawkesbury,Arterial Road,No,No,40_to_64,Day,Rush,NoHoliday,No Heavy Vehicle Involved,13800,20242,2.0,4.0,2.0,1.0,1.0,3,1.0
20241225,1,NSW,2,2024,Thursday,17:48:00,Multiple,No,No,Yes,Very High,Dubbo Regional,National or State Highway,No,No,0_to_16,Day,Rush,NoHoliday,Heavy Vehicle Involved,12390,20242,2.0,1.0,2.0,3.0,1.0,3,2.0
20241084,1,NSW,2,2024,Thursday,20:15:00,Multiple,No,No,Yes,Very High,Yass Valley,National or State Highway,No,No,26_to_39,Night,Not Rush,NoHoliday,Heavy Vehicle Involved,18710,20242,1.0,3.0,1.0,3.0,1.0,3,2.0
20247047,1,NT,2,2024,Thursday,21:00:00,Single,No,No,No,,,,No,No,26_to_39,Night,Not Rush,NoHoliday,No Heavy Vehicle Involved,,20242,1.0,3.0,1.0,,,3,1.0
20243050,1,Qld,2,2024,Tuesday,04:00:00,Multiple,No,No,No,High,Bundaberg,National or State Highway,No,No,26_to_39,Night,Not Rush,NoHoliday,No Heavy Vehicle Involved,31820,20242,1.0,3.0,1.0,3.0,2.0,3,1.0
20243216,1,Qld,2,2024,Tuesday,06:00:00,Multiple,No,No,No,High,Logan,Sub-arterial Road,No,No,26_to_39,Day,Not Rush,NoHoliday,No Heavy Vehicle Involved,34590,20242,1.0,3.0,2.0,5.0,2.0,3,1.0
20245027,1,WA,2,2024,Tuesday,06:51:00,Single,No,No,No,Med,,,No,No,40_to_64,Day,Not Rush,NoHoliday,No Heavy Vehicle Involved,,20242,1.0,4.0,2.0,,3.0,3,1.0
20242190,1,Vic,2,2024,Tuesday,07:35:00,Multiple,No,Yes,No,Low,Greater Dandenong,Local Road,No,No,40_to_64,Day,Rush,NoHoliday,Heavy Vehicle Involved,22670,20242,2.0,4.0,2.0,2.0,4.0,3,2.0
20243115,1,Qld,2,2024,Tuesday,08:00:00,Single,No,No,No,High,Scenic Rim,Sub-arterial Road,No,No,40_to_64,Day,Rush,NoHoliday,No Heavy Vehicle Involved,36510,20242,2.0,4.0,2.0,5.0,2.0,3,1.0
20245049,1,WA,2,2024,Tuesday,08:14:00,Single,No,Yes,No,High,,,No,No,40_to_64,Day,Rush,NoHoliday,Heavy Vehicle Involved,,20242,2.0,4.0,2.0,,2.0,3,2.0
20242116,1,Vic,2,2024,Tuesday,09:10:00,Multiple,No,No,No,High,Melton,Local Road,No,No,40_to_64,Day,Not Rush,NoHoliday,No Heavy Vehicle Involved,24650,20242,1.0,4.0,2.0,2.0,2.0,3,1.0
20241129,1,NSW,2,2024,Tuesday,10:45:00,Multiple,No,Yes,Yes,Very High,Central Coast,Arterial Road,No,No,26_to_39,Day,Not Rush,NoHoliday,Heavy Vehicle Involved,11650,20242,1.0,3.0,2.0,1.0,1.0,3,2.0
20244076,1,SA,2,2024,Tuesday,13:22:00,Single,No,No,No,Very High,Barossa,Sub-arterial Road,No,No,26_to_39,Day,Not Rush,NoHoliday,No Heavy Vehicle Involved,40310,20242,1.0,3.0,2.0,5.0,1.0,3,1.0
20243141,1,Qld,2,2024,Tuesday,19:00:00,Multiple,No,No,No,Med,Brisbane,Local Road,No,No,26_to_39,Night,Not Rush,NoHoliday,No Heavy Vehicle Involved,31000,20242,1.0,3.0,1.0,2.0,3.0,3,1.0
20241095,1,NSW,2,2024,Tuesday,19:40:00,Single,No,No,No,Very High,Narrabri,Local Road,No,No,0_to_16,Night,Not Rush,NoHoliday,No Heavy Vehicle Involved,15750,20242,1.0,1.0,1.0,2.0,1.0,3,1.0
20247051,1,NT,2,2024,Tuesday,23:00:00,Single,No,No,No,,,,No,No,40_to_64,Night,Not Rush,NoHoliday,No Heavy Vehicle Involved,,20242,1.0,4.0,1.0,,,3,1.0
20242082,1,Vic,2,2024,Wednesday,07:59:00,Multiple,No,No,No,Very High,South Gippsland,National or State Highway,No,No,40_to_64,Day,Rush,NoHoliday,No Heavy Vehicle Involved,26170,20242,2.0,4.0,2.0,3.0,1.0,3,1.0
20241090,1,NSW,2,2024,Wednesday,11:30:00,Multiple,No,No,No,High,Ryde,Arterial Road,No,No,26_to_39,Day,Not Rush,NoHoliday,No Heavy Vehicle Involved,16700,20242,1.0,3.0,2.0,1.0,2.0,3,1.0
20241113,1,NSW,2,2024,Wednesday,11:45:00,Single,No,No,No,Very High,Hilltops,Arterial Road,No,No,40_to_64,Day,Not Rush,NoHoliday,No Heavy Vehicle Involved,13910,20242,1.0,4.0,2.0,1.0,1.0,3,1.0
20243258,1,Qld,2,2024,Wednesday,12:00:00,Single,No,No,No,High,Cassowary Coast,Collector Road,No,No,0_to_16,Day,Not Rush,NoHoliday,No Heavy Vehicle Involved,32260,20242,1.0,1.0,2.0,6.0,2.0,3,1.0
20244053,1,SA,2,2024,Wednesday,12:10:00,Multiple,No,No,No,High,Tea Tree Gully,Collector Road,No,No,26_to_39,Day,Not Rush,NoHoliday,No Heavy Vehicle Involved,47700,20242,1.0,3.0,2.0,6.0,2.0,3,1.0
20241064,1,NSW,2,2024,Wednesday,13:42:00,Multiple,No,No,Yes,Very High,Tenterfield,National or State Highway,No,No,17_to_25,Day,Not Rush,NoHoliday,Heavy Vehicle Involved,17400,20242,1.0,2.0,2.0,3.0,1.0,3,2.0
20243175,1,Qld,2,2024,Wednesday,14:00:00,Multiple,No,No,No,Very High,Western Downs,National or State Highway,No,No,17_to_25,Day,Not Rush,NoHoliday,No Heavy Vehicle Involved,37310,20242,1.0,2.0,2.0,3.0,1.0,3,1.0
20243183,1,Qld,2,2024,Wednesday,19:00:00,Multiple,No,No,No,Very High,Isaac,National or State Highway,No,No,26_to_39,Night,Not Rush,NoHoliday,No Heavy Vehicle Involved,33980,20242,1.0,3.0,1.0,3.0,1.0,3,1.0
20247048,1,NT,2,2024,Wednesday,19:00:00,Single,No,No,No,,,,No,No,26_to_39,Night,Not Rush,NoHoliday,No Heavy Vehicle Involved,,20242,1.0,3.0,1.0,,,3,1.0
20241049,1,NSW,2,2024,Wednesday,20:06:00,Single,No,No,No,Med,Cowra,Local Road,No,No,17_to_25,Night,Not Rush,NoHoliday,No Heavy Vehicle Involved,12350,20242,1.0,2.0,1.0,2.0,3.0,3,1.0
20245079,1,WA,2,2024,Wednesday,21:15:00,Single,No,No,No,Med,,,No,No,17_to_25,Night,Not Rush,NoHoliday,No Heavy Vehicle Involved,,20242,1.0,2.0,1.0,,3.0,3,1.0
20245115,1,WA,1,2024,Friday,05:50:00,Single,No,No,No,High,,,No,No,40_to_64,Night,Not Rush,NoHoliday,No Heavy Vehicle Involved,,20241,1.0,4.0,1.0,,2.0,3,1.0
20241242,1,NSW,1,2024,Friday,06:05:00,Multiple,No,Yes,No,High,Penrith,Arterial Road,No,No,40_to_64,Day,Not Rush,NoHoliday,Heavy Vehicle Involved,16350,20241,1.0,4.0,2.0,1.0,2.0,3,2.0
20241144,1,NSW,1,2024,Friday,09:55:00,Single,No,No,No,High,Kiama,Sub-arterial Road,No,No,40_to_64,Day,Not Rush,NoHoliday,No Heavy Vehicle Involved,14400,20241,1.0,4.0,2.0,5.0,2.0,3,1.0
20243262,1,Qld,1,2024,Friday,11:00:00,Multiple,No,No,No,High,Brisbane,Sub-arterial Road,No,No,40_to_64,Day,Not Rush,NoHoliday,No Heavy Vehicle Involved,31000,20241,1.0,4.0,2.0,5.0,2.0,3,1.0
20241001,1,NSW,1,2024,Friday,15:20:00,Multiple,No,No,Yes,High,Central Coast,Arterial Road,No,No,40_to_64,Day,Not Rush,NoHoliday,Heavy Vehicle Involved,11650,20241,1.0,4.0,2.0,1.0,2.0,3,2.0
20242231,1,Vic,1,2024,Friday,16:14:00,Multiple,No,No,No,High,Yarra Ranges,National or State Highway,No,No,0_to_16,Day,Rush,NoHoliday,No Heavy Vehicle Involved,27450,20241,2.0,1.0,2.0,3.0,2.0,3,1.0
20241018,1,NSW,1,2024,Friday,16:30:00,Multiple,No,No,No,High,Canterbury-Bankstown,Arterial Road,No,No,17_to_25,Day,Rush,NoHoliday,No Heavy Vehicle Involved,11570,20241,2.0,2.0,2.0,1.0,2.0,3,1.0
20241105,1,NSW,1,2024,Friday,17:15:00,Single,No,No,No,Med,Parramatta,Local Road,No,No,0_to_16,Day,Rush,NoHoliday,No Heavy Vehicle Involved,16260,20241,2.0,1.0,2.0,2.0,3.0,3,1.0
20241282,1,NSW,1,2024,Friday,17:45:00,Single,No,No,No,Med,Coffs Harbour,Local Road,No,No,26_to_39,Day,Rush,NoHoliday,No Heavy Vehicle Involved,11800,20241,2.0,3.0,2.0,2.0,3.0,3,1.0
20243204,1,Qld,1,2024,Friday,19:00:00,Multiple,No,No,No,Med,Redland,Collector Road,No,No,75_or_older,Night,Not Rush,NoHoliday,No Heavy Vehicle Involved,36250,20241,1.0,6.0,1.0,6.0,3.0,3,1.0
20243224,1,Qld,1,2024,Friday,20:00:00,Single,No,No,No,High,Brisbane,Local Road,No,No,26_to_39,Night,Not Rush,NoHoliday,No Heavy Vehicle Involved,31000,20241,1.0,3.0,1.0,2.0,2.0,3,1.0
20247032,1,NT,1,2024,Friday,21:00:00,Single,No,No,No,,,,No,No,,Night,Not Rush,NoHoliday,No Heavy Vehicle Involved,,20241,1.0,,1.0,,,3,1.0
20243179,1,Qld,1,2024,Friday,23:00:00,Single,No,No,No,High,Moreton Bay,Local Road,No,No,17_to_25,Night,Not Rush,NoHoliday,No Heavy Vehicle Involved,35010,20241,1.0,2.0,1.0,2.0,2.0,3,1.0
20247033,1,NT,1,2024,Friday,,Single,,,,,,,No,No,,,,NoHoliday,,,20241,,,,,,3,
20241192,1,NSW,1,2024,Monday,00:15:00,Single,No,No,No,High,Liverpool,Sub-arterial Road,No,No,26_to_39,Night,Not Rush,NoHoliday,No Heavy Vehicle Involved,14900,20241,1.0,3.0,1.0,5.0,2.0,3,1.0
20241026,1,NSW,1,2024,Monday,08:20:00,Single,No,No,No,High,Wollongong,Arterial Road,Yes,No,40_to_64,Day,Not Rush,Christmas,No Heavy Vehicle Involved,18450,20241,1.0,4.0,2.0,1.0,2.0,1,1.0
20241067,1,NSW,1,2024,Monday,14:50:00,Multiple,No,No,No,Med,Cowra,Arterial Road,No,No,75_or_older,Day,Not Rush,NoHoliday,No Heavy Vehicle Involved,12350,20241,1.0,6.0,2.0,1.0,3.0,3,1.0
20242001,1,Vic,1,2024,Monday,15:15:00,Single,No,No,No,High,Maroondah,Arterial Road,Yes,No,26_to_39,Day,Not Rush,Christmas,No Heavy Vehicle Involved,24410,20241,1.0,3.0,2.0,1.0,2.0,1,1.0
