lga_code,year,population
72330,2005,6767
72800,2005,24629
73600,2005,6352
74050,2005,2428
74550,2005,3439
74560,2005,310
74660,2005,6304
74680,2005,2864
79399,2005,7447
89399,2005,331399
99399,2005,413
10050,2006,47566
10180,2006,27377
10250,2006,39537
10300,2006,2507
10470,2006,36916
10500,2006,133205
10550,2006,31829
10600,2006,12716
10650,2006,8160
10750,2006,278894
10800,2006,6212
10850,2006,6741
10900,2006,75600
10950,2006,2939
11150,2006,3185
11200,2006,2004
11250,2006,19753
11300,2006,32199
11350,2006,30125
11400,2006,12634
11450,2006,50632
11500,2006,146534
11520,2006,68309
11570,2006,310578
11600,2006,2863
11650,2006,303051
11700,2006,2000
11720,2006,47426
11730,2006,49149
11750,2006,4941
11800,2006,66657
12000,2006,4097
12150,2006,4305
12160,2006,11254
12350,2006,12754
12380,2006,180403
12390,2006,47148
12700,2006,8245
12730,2006,9287
12750,2006,35855
12850,2006,186117
12870,2006,12497
12900,2006,9540
12930,2006,130586
12950,2006,4618
13010,2006,8987
13310,2006,26695
13340,2006,9999
13450,2006,24450
13550,2006,11782
13660,2006,5428
13800,2006,61725
13850,2006,3483
13910,2006,18213
14000,2006,136162
14100,2006,13662
14170,2006,167602
14220,2006,16947
14300,2006,5943
14350,2006,28032
14400,2006,19626
14500,2006,104459
14550,2006,9491
14600,2006,6932
14650,2006,188503
14700,2006,31527
14750,2006,11562
14850,2006,43338
14870,2006,20186
14900,2006,169868
14920,2006,7717
14950,2006,3237
15050,2006,63505
15240,2006,84579
15270,2006,21641
15300,2006,14407
15350,2006,27570
15520,2006,11020
15560,2006,4219
15650,2006,15639
15700,2006,18299
15750,2006,13477
15800,2006,6149
15850,2006,6691
15900,2006,146623
15950,2006,61512
15990,2006,233600
16100,2006,5179
16150,2006,36374
16200,2006,14600
16260,2006,180919
16350,2006,176067
16380,2006,69947
16400,2006,62132
16490,2006,50070
16550,2006,125346
16610,2006,21728
16700,2006,100344
16900,2006,62243
16950,2006,90505
17000,2006,22535
17040,2006,20008
17080,2006,14684
17100,2006,33030
17150,2006,211230
17200,2006,164597
17310,2006,54887
17350,2006,6008
17400,2006,6666
17420,2006,136015
17550,2006,81531
17620,2006,13333
17640,2006,7209
17650,2006,5894
17750,2006,58518
17850,2006,3259
17900,2006,7129
17950,2006,2814
18020,2006,10034
18050,2006,64294
18100,2006,3722
18200,2006,6926
18250,2006,66481
18350,2006,43532
18400,2006,40969
18450,2006,190909
18500,2006,52995
18710,2006,13500
19399,2006,1095
20110,2006,12260
20260,2006,11422
20570,2006,86647
20660,2006,117963
20740,2006,26941
20830,2006,37814
20910,2006,90807
21010,2006,13807
21110,2006,159605
21180,2006,174231
21270,2006,6957
21370,2006,36969
21450,2006,57950
21610,2006,220440
21670,2006,12434
21750,2006,20614
21830,2006,16815
21890,2006,132299
22110,2006,40544
22170,2006,120148
22250,2006,11413
22310,2006,128474
22410,2006,20077
22490,2006,16666
22620,2006,94577
22670,2006,130068
22750,2006,201495
22830,2006,58688
22910,2006,13926
22980,2006,6119
23110,2006,83906
23190,2006,18770
23270,2006,152797
23350,2006,15038
23430,2006,138390
23670,2006,150275
23810,2006,70536
23940,2006,7922
24130,2006,39383
24210,2006,113914
24250,2006,7357
24330,2006,65518
24410,2006,101430
24600,2006,80154
24650,2006,80595
24700,2006,140872
24780,2006,50540
24850,2006,30723
24900,2006,27477
24970,2006,167010
25060,2006,105717
25150,2006,26077
25340,2006,139317
25430,2006,17304
25490,2006,15708
25620,2006,13663
25710,2006,61515
25810,2006,12095
25900,2006,89641
25990,2006,6648
26080,2006,3086
26170,2006,26128
26260,2006,16858
26350,2006,94056
26430,2006,9509
26490,2006,22333
26610,2006,20950
26670,2006,6097
26700,2006,26776
26730,2006,30959
26810,2006,40682
26890,2006,4539
26980,2006,149017
27070,2006,128491
27170,2006,33595
27260,2006,115161
27350,2006,72808
27450,2006,143393
27630,2006,7609
29399,2006,757
30250,2006,1089
30300,2006,4754
30370,2006,15026
30410,2006,3341
30450,2006,370
30760,2006,2063
30900,2006,434
31000,2006,987831
31750,2006,380
31820,2006,84816
31900,2006,17451
31950,2006,512
32080,2006,131843
32250,2006,2003
32260,2006,28603
32270,2006,27265
32310,2006,11729
32330,2006,1182
32450,2006,3248
32500,2006,3565
32600,2006,264
32750,2006,291
32770,2006,1129
32810,2006,10524
33100,2006,869
33200,2006,1844
33220,2006,86117
33360,2006,52051
33430,2006,450075
33610,2006,10364
33620,2006,42628
33800,2006,11810
33830,2006,812
33960,2006,141986
33980,2006,20372
34420,2006,1063
34530,2006,29543
34570,2006,578
34580,2006,31305
34590,2006,259116
34710,2006,4174
34770,2006,103567
34800,2006,922
34830,2006,247
34860,2006,12612
34880,2006,18753
35010,2006,331713
35250,2006,1082
35300,2006,20374
35600,2006,4692
35670,2006,876
35740,2006,48082
35760,2006,10378
35780,2006,2063
35790,2006,2070
35800,2006,1991
36070,2006,621
36150,2006,1012
36250,2006,130760
36300,2006,935
36370,2006,74204
36510,2006,34231
36580,2006,19608
36630,2006,29699
36660,2006,32411
36720,2006,236654
36820,2006,23228
36910,2006,145992
36950,2006,3373
36960,2006,4548
37010,2006,159482
37300,2006,2902
37310,2006,29122
37340,2006,30255
37400,2006,1423
37550,2006,886
37570,2006,336
37600,2006,2468
40070,2006,17479
40120,2006,39165
40150,2006,8118
40220,2006,21208
40250,2006,2310
40310,2006,21096
40430,2006,2590
40520,2006,11239
40700,2006,43414
40910,2006,47383
41010,2006,3702
41060,2006,103364
41140,2006,8370
41190,2006,2000
41330,2006,1984
41560,2006,11649
41750,2006,1164
41830,2006,1767
41960,2006,1245
42030,2006,19241
42110,2006,4271
42250,2006,7613
42600,2006,34371
42750,2006,4396
43080,2006,1189
43220,2006,1147
43360,2006,2390
43650,2006,12680
43710,2006,4537
43790,2006,11902
44000,2006,111
44060,2006,80646
44210,2006,8216
44340,2006,63676
44550,2006,27393
44620,2006,24626
44830,2006,2906
45040,2006,18159
45090,2006,8354
45120,2006,4760
45290,2006,34967
45340,2006,153244
45400,2006,959
45540,2006,1946
45680,2006,71385
45890,2006,105579
46090,2006,14251
46300,2006,14060
46450,2006,17551
46510,2006,19959
46670,2006,9689
46860,2006,1386
46970,2006,4186
47140,2006,121288
47290,2006,2187
47490,2006,2067
47630,2006,7037
47700,2006,98456
47800,2006,5838
47910,2006,2609
47980,2006,37211
48050,2006,12303
48130,2006,6533
48260,2006,7179
48340,2006,12224
48410,2006,53692
48540,2006,21989
48640,2006,1346
48750,2006,4245
48830,2006,11474
49399,2006,3858
50080,2006,33171
50210,2006,52299
50250,2006,7608
50280,2006,11052
50350,2006,13896
50420,2006,59632
50490,2006,31560
50560,2006,1646
50630,2006,1427
50770,2006,1563
50840,2006,4134
50910,2006,1037
50980,2006,14326
51080,2006,1208
51120,2006,1004
51190,2006,31450
51260,2006,26711
51310,2006,24939
51330,2006,80933
51400,2006,10666
51470,2006,792
51540,2006,6051
51610,2006,943
51680,2006,3669
51710,2006,1403
51750,2006,9393
51820,2006,77832
51860,2006,590
51890,2006,9012
51960,2006,4005
52030,2006,1259
52100,2006,1200
52170,2006,7652
52240,2006,1132
52310,2006,817
52380,2006,342
52450,2006,1317
52520,2006,1441
52590,2006,3018
52660,2006,10837
52730,2006,4797
52800,2006,8095
52870,2006,4951
52940,2006,736
53010,2006,677
53080,2006,1127
53150,2006,7074
53220,2006,7667
53290,2006,13644
53360,2006,2205
53430,2006,26124
53570,2006,4577
53640,2006,1432
53710,2006,973
53780,2006,94958
53800,2006,35736
53920,2006,3762
53990,2006,20450
54060,2006,3218
54130,2006,1186
54170,2006,156570
54200,2006,51423
54280,2006,30086
54310,2006,20054
54340,2006,4404
54410,2006,1230
54480,2006,599
54550,2006,2272
54620,2006,1019
54690,2006,470
54760,2006,922
54830,2006,23986
54900,2006,1530
54970,2006,783
55040,2006,1501
55110,2006,58811
55180,2006,9718
55250,2006,1225
55320,2006,96778
55390,2006,237
55460,2006,3408
55530,2006,504
55600,2006,2531
55670,2006,860
55740,2006,8760
55810,2006,734
55880,2006,650
55950,2006,601
56090,2006,36326
56160,2006,118
56230,2006,12522
56300,2006,1282
56370,2006,945
56460,2006,5331
56580,2006,21394
56620,2006,1466
56730,2006,10280
56790,2006,3334
56860,2006,255
56930,2006,1691
57000,2006,561
57080,2006,15232
57140,2006,1220
57210,2006,4694
57280,2006,14084
57350,2006,1071
57420,2006,2045
57490,2006,87033
57630,2006,126
57700,2006,13246
57770,2006,906
57840,2006,40517
57910,2006,183957
57980,2006,14464
58050,2006,95206
58190,2006,417
58260,2006,693
58330,2006,4330
58400,2006,410
58470,2006,307
58510,2006,29162
58540,2006,946
58570,2006,29261
58610,2006,1943
58680,2006,373
58760,2006,114943
58820,2006,3614
58890,2006,885
59030,2006,226
59100,2006,762
59170,2006,908
59250,2006,735
59310,2006,1461
59320,2006,415
59330,2006,592
59340,2006,7879
59350,2006,263
59360,2006,1477
59370,2006,3244
60210,2006,6274
60410,2006,14236
60610,2006,19748
60810,2006,21428
61010,2006,2327
61210,2006,8243
61410,2006,50344
61510,2006,9636
61610,2006,24901
61810,2006,7244
62010,2006,896
62210,2006,6755
62410,2006,4371
62610,2006,43844
62810,2006,48989
63010,2006,14530
63210,2006,5965
63410,2006,1716
63610,2006,31404
63810,2006,8973
64010,2006,64802
64210,2006,19052
64610,2006,12561
64810,2006,12049
65010,2006,5864
65210,2006,2326
65410,2006,13895
65610,2006,5229
65810,2006,21700
70200,2006,26700
70420,2006,7564
70540,2006,199
70620,2006,4454
70700,2006,1234
71000,2006,71366
71150,2006,0
71300,2006,9275
72200,2006,9689
72300,2006,16451
72330,2006,6761
72800,2006,25640
73600,2006,6423
74050,2006,2432
74550,2006,3441
74560,2006,326
74660,2006,6452
74680,2006,2986
79399,2006,7664
89399,2006,335170
99399,2006,386
10050,2007,48140
10180,2007,27468
10250,2007,39824
10300,2007,2473
10470,2007,37272
10500,2007,135831
10550,2007,32183
10600,2007,12773
10650,2007,8204
10750,2007,284925
10800,2007,6178
10850,2007,6821
10900,2007,76198
10950,2007,2972
11150,2007,3073
11200,2007,1961
11250,2007,19708
11300,2007,32893
11350,2007,30174
11400,2007,12706
11450,2007,52182
11500,2007,147155
11520,2007,70196
11570,2007,316155
11600,2007,2827
11650,2007,306499
11700,2007,2003
11720,2007,48302
11730,2007,49524
11750,2007,4954
11800,2007,67567
12000,2007,4116
12150,2007,4253
12160,2007,11201
12350,2007,12688
12380,2007,185224
12390,2007,47315
12700,2007,8245
12730,2007,9228
12750,2007,36103
12850,2007,187872
12870,2007,12479
12900,2007,9573
12930,2007,132751
12950,2007,4532
13010,2007,8919
13310,2007,26803
13340,2007,9985
13450,2007,24583
13550,2007,11879
13660,2007,5307
13800,2007,62262
13850,2007,3394
13910,2007,18266
14000,2007,137694
14100,2007,13716
14170,2007,170481
14220,2007,17104
14300,2007,5942
14350,2007,28193
14400,2007,19809
14500,2007,105551
14550,2007,9491
14600,2007,6821
14650,2007,189672
14700,2007,31678
14750,2007,11502
14850,2007,43636
14870,2007,20277
14900,2007,172875
14920,2007,7720
14950,2007,3203
15050,2007,65143
15240,2007,85325
15270,2007,21887
15300,2007,14155
15350,2007,27900
15520,2007,11082
15560,2007,4109
15650,2007,15713
15700,2007,18456
15750,2007,13359
15800,2007,6103
15850,2007,6676
15900,2007,148524
15950,2007,62476
15990,2007,237084
16100,2007,5166
16150,2007,36801
16200,2007,14643
16260,2007,185175
16350,2007,177280
16380,2007,71097
16400,2007,63425
16490,2007,51002
16550,2007,128229
16610,2007,22067
16700,2007,102453
16900,2007,62916
16950,2007,91497
17000,2007,22663
17040,2007,20073
17080,2007,14641
17100,2007,34219
17150,2007,213161
17200,2007,169056
17310,2007,55607
17350,2007,5977
17400,2007,6731
17420,2007,138034
17550,2007,83060
17620,2007,13374
17640,2007,7229
17650,2007,5930
17750,2007,59493
17850,2007,3210
17900,2007,6979
17950,2007,2786
18020,2007,9952
18050,2007,65279
18100,2007,3710
18200,2007,6963
18250,2007,67809
18350,2007,44054
18400,2007,41589
18450,2007,192770
18500,2007,53564
18710,2007,13916
19399,2007,1100
20110,2007,12227
20260,2007,11363
20570,2007,87796
20660,2007,119362
20740,2007,27408
20830,2007,38503
20910,2007,92041
21010,2007,13802
21110,2007,161308
21180,2007,177004
21270,2007,6861
21370,2007,37020
21450,2007,60368
21610,2007,228496
21670,2007,12471
21750,2007,20687
21830,2007,16718
21890,2007,134748
22110,2007,40969
22170,2007,122182
22250,2007,11207
22310,2007,130524
22410,2007,20035
22490,2007,17022
22620,2007,96097
22670,2007,132860
22750,2007,203802
22830,2007,59208
22910,2007,14014
22980,2007,6080
23110,2007,84819
23190,2007,18917
23270,2007,157516
23350,2007,15047
23430,2007,140487
23670,2007,151343
23810,2007,71045
23940,2007,7883
24130,2007,39900
24210,2007,114771
24250,2007,7465
24330,2007,67666
24410,2007,102536
24600,2007,85366
24650,2007,86196
24700,2007,143694
24780,2007,50855
24850,2007,31529
24900,2007,27703
24970,2007,169145
25060,2007,106716
25150,2007,26431
25340,2007,141740
25430,2007,17415
25490,2007,15744
25620,2007,13690
25710,2007,61858
25810,2007,12095
25900,2007,91490
25990,2007,6650
26080,2007,3081
26170,2007,26350
26260,2007,16874
26350,2007,95228
26430,2007,9538
26490,2007,23135
26610,2007,20972
26670,2007,6060
26700,2007,26871
26730,2007,31380
26810,2007,40897
26890,2007,4488
26980,2007,151180
27070,2007,132938
27170,2007,33837
27260,2007,123778
27350,2007,74289
27450,2007,144485
27630,2007,7505
29399,2007,741
30250,2007,1164
30300,2007,4760
30370,2007,14883
30410,2007,3338
30450,2007,364
30760,2007,2076
30900,2007,428
31000,2007,1010222
31750,2007,369
31820,2007,86486
31900,2007,17568
31950,2007,532
32080,2007,136251
32250,2007,2087
32260,2007,28706
32270,2007,27596
32310,2007,11915
32330,2007,1190
32450,2007,3250
32500,2007,3650
32600,2007,271
32750,2007,290
32770,2007,1194
32810,2007,10768
33100,2007,902
33200,2007,1842
33220,2007,89109
33360,2007,53587
33430,2007,466940
33610,2007,10468
33620,2007,43634
33800,2007,11822
33830,2007,850
33960,2007,148133
33980,2007,21018
34420,2007,1075
34530,2007,30629
34570,2007,573
34580,2007,32050
34590,2007,264410
34710,2007,4174
34770,2007,106026
34800,2007,963
34830,2007,254
34860,2007,12770
34880,2007,19195
35010,2007,344545
35250,2007,1119
35300,2007,20711
35600,2007,4665
35670,2007,881
35740,2007,48595
35760,2007,10322
35780,2007,2168
35790,2007,2162
35800,2007,1946
36070,2007,647
36150,2007,994
36250,2007,133596
36300,2007,908
36370,2007,75195
36510,2007,34983
36580,2007,19919
36630,2007,30114
36660,2007,32933
36720,2007,243309
36820,2007,23553
36910,2007,147927
36950,2007,3418
36960,2007,4577
37010,2007,163509
37300,2007,3133
37310,2007,29520
37340,2007,30759
37400,2007,1403
37550,2007,902
37570,2007,325
37600,2007,2498
40070,2007,18549
40120,2007,39204
40150,2007,8255
40220,2007,21843
40250,2007,2352
40310,2007,21357
40430,2007,2587
40520,2007,11175
40700,2007,43549
40910,2007,47886
41010,2007,3693
41060,2007,103897
41140,2007,8448
41190,2007,1970
41330,2007,1928
41560,2007,12042
41750,2007,1150
41830,2007,1767
41960,2007,1252
42030,2007,19851
42110,2007,4265
42250,2007,7643
42600,2007,34817
42750,2007,4427
43080,2007,1163
43220,2007,1135
43360,2007,2393
43650,2007,12994
43710,2007,4619
43790,2007,11870
44000,2007,98
44060,2007,81616
44210,2007,8195
44340,2007,64017
44550,2007,27990
44620,2007,25004
44830,2007,2918
45040,2007,18594
45090,2007,8311
45120,2007,4755
45290,2007,35315
45340,2007,154841
45400,2007,958
45540,2007,1925
45680,2007,72682
45890,2007,107820
46090,2007,14300
46300,2007,14144
46450,2007,17610
46510,2007,20219
46670,2007,9657
46860,2007,1401
46970,2007,4370
47140,2007,123789
47290,2007,2176
47490,2007,2100
47630,2007,6974
47700,2007,98458
47800,2007,5809
47910,2007,2610
47980,2007,37512
48050,2007,12694
48130,2007,6559
48260,2007,7199
48340,2007,12160
48410,2007,54508
48540,2007,22165
48640,2007,1321
48750,2007,4331
48830,2007,11409
49399,2007,4024
50080,2007,33310
50210,2007,53735
50250,2007,7939
50280,2007,11195
50350,2007,14099
50420,2007,60911
50490,2007,32742
50560,2007,1649
50630,2007,1576
50770,2007,1564
50840,2007,4149
50910,2007,1022
50980,2007,14577
51080,2007,1183
51120,2007,978
51190,2007,31152
51260,2007,27197
51310,2007,25236
51330,2007,83123
51400,2007,11330
51470,2007,743
51540,2007,5943
51610,2007,989
51680,2007,3818
51710,2007,1569
51750,2007,9463
51820,2007,81453
51860,2007,575
51890,2007,8972
51960,2007,3977
52030,2007,1189
52100,2007,1176
52170,2007,7733
52240,2007,1111
52310,2007,830
52380,2007,320
52450,2007,1295
52520,2007,1363
52590,2007,3052
52660,2007,11147
52730,2007,4858
52800,2007,8267
52870,2007,4981
52940,2007,709
53010,2007,651
53080,2007,1119
53150,2007,7098
53220,2007,8510
53290,2007,13585
53360,2007,2217
53430,2007,26648
53570,2007,4574
53640,2007,1395
53710,2007,970
53780,2007,98035
53800,2007,35812
53920,2007,3794
53990,2007,20913
54060,2007,3281
54130,2007,1148
54170,2007,157225
54200,2007,52560
54280,2007,30250
54310,2007,20587
54340,2007,4366
54410,2007,1213
54480,2007,583
54550,2007,2181
54620,2007,1013
54690,2007,454
54760,2007,882
54830,2007,24960
54900,2007,1467
54970,2007,848
55040,2007,1723
55110,2007,61355
55180,2007,9625
55250,2007,1242
55320,2007,97911
55390,2007,269
55460,2007,3352
55530,2007,495
55600,2007,2487
55670,2007,854
55740,2007,8845
55810,2007,681
55880,2007,616
55950,2007,567
56090,2007,36569
56160,2007,112
56230,2007,12819
56300,2007,1277
56370,2007,890
56460,2007,5287
56580,2007,21435
56620,2007,1483
56730,2007,10256
56790,2007,3322
56860,2007,252
56930,2007,1653
57000,2007,607
57080,2007,16407
57140,2007,1207
57210,2007,4762
57280,2007,14129
57350,2007,1070
57420,2007,2110
57490,2007,92235
57630,2007,123
57700,2007,14055
57770,2007,891
57840,2007,41233
57910,2007,189261
57980,2007,14799
58050,2007,99153
58190,2007,416
58260,2007,672
58330,2007,4360
58400,2007,395
58470,2007,296
58510,2007,30264
58540,2007,935
58570,2007,30279
58610,2007,1932
58680,2007,386
58760,2007,125837
58820,2007,3591
58890,2007,882
59030,2007,235
59100,2007,753
59170,2007,912
59250,2007,808
59310,2007,1433
59320,2007,417
59330,2007,560
59340,2007,7866
59350,2007,288
59360,2007,1535
59370,2007,3273
60210,2007,6308
60410,2007,14508
60610,2007,19812
60810,2007,21640
61010,2007,2338
61210,2007,8291
61410,2007,50630
61510,2007,9705
61610,2007,25024
61810,2007,7227
62010,2007,881
62210,2007,6762
62410,2007,4412
62610,2007,44179
62810,2007,49203
63010,2007,14814
63210,2007,6031
63410,2007,1704
63610,2007,31938
63810,2007,9162
64010,2007,65311
64210,2007,19190
64610,2007,12568
64810,2007,12294
65010,2007,5914
65210,2007,2332
65410,2007,14002
65610,2007,5157
65810,2007,21925
70200,2007,26961
70420,2007,7663
70540,2007,199
70620,2007,4417
70700,2007,1240
71000,2007,72735
71150,2007,0
71300,2007,9496
72200,2007,9844
72300,2007,17412
72330,2007,6709
72800,2007,26771
73600,2007,6539
74050,2007,2522
74550,2007,3491
74560,2007,342
74660,2007,6505
74680,2007,3023
79399,2007,7879
89399,2007,342644
99399,2007,370
10050,2008,48518
10180,2008,27788
10250,2008,40020
10300,2008,2433
10470,2008,37904
10500,2008,139556
10550,2008,32367
10600,2008,12787
10650,2008,8237
10750,2008,292002
10800,2008,6113
10850,2008,6900
10900,2008,77102
10950,2008,2992
11150,2008,3046
11200,2008,1944
11250,2008,19604
11300,2008,33343
11350,2008,30347
11400,2008,12799
11450,2008,53739
11500,2008,148404
11520,2008,72320
11570,2008,322404
11600,2008,2784
11650,2008,312338
11700,2008,2003
11720,2008,49303
11730,2008,49818
11750,2008,4887
11800,2008,68574
12000,2008,4145
12150,2008,4233
12160,2008,11168
12350,2008,12591
12380,2008,191102
12390,2008,47849
12700,2008,8286
12730,2008,9110
12750,2008,36301
12850,2008,190654
12870,2008,12468
12900,2008,9526
12930,2008,135287
12950,2008,4471
13010,2008,8907
13310,2008,27166
13340,2008,9988
13450,2008,24817
13550,2008,11987
13660,2008,5210
13800,2008,63066
13850,2008,3292
13910,2008,18337
14000,2008,139436
14100,2008,13742
14170,2008,173375
14220,2008,17253
14300,2008,5978
14350,2008,28431
14400,2008,19933
14500,2008,107976
14550,2008,9490
14600,2008,6793
14650,2008,191478
14700,2008,31918
14750,2008,11457
14850,2008,43750
14870,2008,20352
14900,2008,177372
14920,2008,7717
14950,2008,3171
15050,2008,66244
15240,2008,86091
15270,2008,22186
15300,2008,14070
15350,2008,28422
15520,2008,11161
15560,2008,4039
15650,2008,15749
15700,2008,18695
15750,2008,13303
15800,2008,6069
15850,2008,6726
15900,2008,150553
15950,2008,63484
15990,2008,239842
16100,2008,5161
16150,2008,37401
16200,2008,14755
16260,2008,189684
16350,2008,179851
16380,2008,72528
16400,2008,64316
16490,2008,52141
16550,2008,131136
16610,2008,22291
16700,2008,104602
16900,2008,63956
16950,2008,92351
17000,2008,22860
17040,2008,20147
17080,2008,14575
17100,2008,35343
17150,2008,216400
17200,2008,172985
17310,2008,56148
17350,2008,5959
17400,2008,6796
17420,2008,141230
17550,2008,84842
17620,2008,13599
17640,2008,7276
17650,2008,5996
17750,2008,60329
17850,2008,3172
17900,2008,6883
17950,2008,2789
18020,2008,9925
18050,2008,66458
18100,2008,3715
18200,2008,6964
18250,2008,68434
18350,2008,44539
18400,2008,42401
18450,2008,195437
18500,2008,54076
18710,2008,14310
19399,2008,1107
20110,2008,12156
20260,2008,11344
20570,2008,89531
20660,2008,120580
20740,2008,27981
20830,2008,39389
20910,2008,93535
21010,2008,13792
21110,2008,163408
21180,2008,180561
21270,2008,6789
21370,2008,37017
21450,2008,63647
21610,2008,237529
21670,2008,12531
21750,2008,20782
21830,2008,16636
21890,2008,137525
22110,2008,41416
22170,2008,124689
22250,2008,11052
22310,2008,132900
22410,2008,20020
22490,2008,17456
22620,2008,97417
22670,2008,135884
22750,2008,206479
22830,2008,59854
22910,2008,14187
22980,2008,6032
23110,2008,85513
23190,2008,19060
23270,2008,161863
23350,2008,15128
23430,2008,142817
23670,2008,152538
23810,2008,71702
23940,2008,7812
24130,2008,40584
24210,2008,115539
24250,2008,7593
24330,2008,69902
24410,2008,104034
24600,2008,89937
24650,2008,92552
24700,2008,146450
24780,2008,51140
24850,2008,32302
24900,2008,27968
24970,2008,171321
25060,2008,108417
25150,2008,26813
25340,2008,144403
25430,2008,17585
25490,2008,15848
25620,2008,13748
25710,2008,62367
25810,2008,12087
25900,2008,93174
25990,2008,6661
26080,2008,3077
26170,2008,26556
26260,2008,16869
26350,2008,96841
26430,2008,9552
26490,2008,24064
26610,2008,20976
26670,2008,6048
26700,2008,27005
26730,2008,31696
26810,2008,41174
26890,2008,4452
26980,2008,153487
27070,2008,138446
27170,2008,34157
27260,2008,133063
27350,2008,75868
27450,2008,145884
27630,2008,7438
29399,2008,745
30250,2008,1252
30300,2008,4786
30370,2008,14880
30410,2008,3322
30450,2008,371
30760,2008,2124
30900,2008,443
31000,2008,1033472
31750,2008,379
31820,2008,88599
31900,2008,17653
31950,2008,542
32080,2008,141403
32250,2008,2124
32260,2008,28739
32270,2008,28090
32310,2008,12096
32330,2008,1206
32450,2008,3308
32500,2008,3787
32600,2008,297
32750,2008,295
32770,2008,1235
32810,2008,10995
33100,2008,915
33200,2008,1837
33220,2008,92018
33360,2008,55425
33430,2008,481569
33610,2008,10605
33620,2008,44700
33800,2008,11826
33830,2008,897
33960,2008,154428
33980,2008,21632
34420,2008,1079
34530,2008,31407
34570,2008,555
34580,2008,32974
34590,2008,270628
34710,2008,4193
34770,2008,108644
34800,2008,994
34830,2008,262
34860,2008,12952
34880,2008,19737
35010,2008,357499
35250,2008,1120
35300,2008,21381
35600,2008,4668
35670,2008,890
35740,2008,49600
35760,2008,10335
35780,2008,2234
35790,2008,2265
35800,2008,1921
36070,2008,662
36150,2008,992
36250,2008,136771
36300,2008,895
36370,2008,76272
36510,2008,35578
36580,2008,20366
36630,2008,30583
36660,2008,33451
36720,2008,250800
36820,2008,23885
36910,2008,150140
36950,2008,3457
36960,2008,4606
37010,2008,168503
37300,2008,3246
37310,2008,30235
37340,2008,31337
37400,2008,1372
37550,2008,916
37570,2008,319
37600,2008,2531
40070,2008,19217
40120,2008,39301
40150,2008,8285
40220,2008,22472
40250,2008,2416
40310,2008,21641
40430,2008,2575
40520,2008,11029
40700,2008,43678
40910,2008,48379
41010,2008,3672
41060,2008,104773
41140,2008,8537
41190,2008,1916
41330,2008,1860
41560,2008,12382
41750,2008,1131
41830,2008,1753
41960,2008,1254
42030,2008,20270
42110,2008,4249
42250,2008,7729
42600,2008,35375
42750,2008,4451
43080,2008,1134
43220,2008,1122
43360,2008,2381
43650,2008,13138
43710,2008,4712
43790,2008,11771
44000,2008,88
44060,2008,82536
44210,2008,8199
44340,2008,64252
44550,2008,28695
44620,2008,25222
44830,2008,2915
45040,2008,19144
45090,2008,8294
45120,2008,4717
45290,2008,35594
45340,2008,156775
45400,2008,938
45540,2008,1887
45680,2008,74514
45890,2008,110157
46090,2008,14348
46300,2008,14256
46450,2008,17619
46510,2008,20447
46670,2008,9625
46860,2008,1408
46970,2008,4566
47140,2008,126281
47290,2008,2165
47490,2008,2126
47630,2008,6891
47700,2008,98504
47800,2008,5749
47910,2008,2612
47980,2008,37821
48050,2008,13144
48130,2008,6585
48260,2008,7223
48340,2008,12144
48410,2008,55095
48540,2008,22275
48640,2008,1305
48750,2008,4396
48830,2008,11360
49399,2008,4190
50080,2008,33704
50210,2008,55809
50250,2008,8480
50280,2008,11522
50350,2008,14358
50420,2008,62617
50490,2008,33970
50560,2008,1634
50630,2008,1747
50770,2008,1570
50840,2008,4199
50910,2008,1014
50980,2008,14924
51080,2008,1175
51120,2008,982
51190,2008,31473
51260,2008,28393
51310,2008,25646
51330,2008,85135
51400,2008,12256
51470,2008,703
51540,2008,5967
51610,2008,1086
51680,2008,3968
51710,2008,1745
51750,2008,9571
51820,2008,84909
51860,2008,568
51890,2008,8997
51960,2008,4011
52030,2008,1157
52100,2008,1165
52170,2008,7884
52240,2008,1094
52310,2008,836
52380,2008,307
52450,2008,1295
52520,2008,1340
52590,2008,3104
52660,2008,11648
52730,2008,4987
52800,2008,8521
52870,2008,5095
52940,2008,718
53010,2008,649
53080,2008,1149
53150,2008,7154
53220,2008,9651
53290,2008,13603
53360,2008,2255
53430,2008,27148
53570,2008,4646
53640,2008,1371
53710,2008,981
53780,2008,101907
53800,2008,36731
53920,2008,3845
53990,2008,21819
54060,2008,3403
54130,2008,1121
54170,2008,158175
54200,2008,53540
54280,2008,30910
54310,2008,21230
54340,2008,4315
54410,2008,1200
54480,2008,568
54550,2008,2134
54620,2008,1025
54690,2008,447
54760,2008,865
54830,2008,26482
54900,2008,1428
54970,2008,977
55040,2008,1892
55110,2008,64940
55180,2008,9606
55250,2008,1270
55320,2008,98607
55390,2008,308
55460,2008,3348
55530,2008,483
55600,2008,2503
55670,2008,867
55740,2008,8971
55810,2008,665
55880,2008,594
55950,2008,558
56090,2008,36914
56160,2008,110
56230,2008,13477
56300,2008,1291
56370,2008,856
56460,2008,5281
56580,2008,21622
56620,2008,1498
56730,2008,10400
56790,2008,3318
56860,2008,247
56930,2008,1630
57000,2008,680
57080,2008,17905
57140,2008,1206
57210,2008,4863
57280,2008,14309
57350,2008,1078
57420,2008,2220
57490,2008,96506
57630,2008,117
57700,2008,15224
